suffix,vv_size,vv_seed,vv_random_split,max_depth,learning_rate,n_estimators,min_child_weight,gamma,subsample,colsample_bytree,reg_alpha,reg_lambda,top_k_feats,n_features,ll7_tv,f1macro7_tv,acc7_tv,ll2_tv,f1macro2_tv,acc2_tv,ll7_vt,f1macro7_vt,acc7_vt,ll2_vt,f1macro2_vt,acc2_vt
natty,0,34,False,6,0.0286608055920479,613,20,2.4969213925248543,0.8,1,0.0,1.0,109,109,1.5956,0.2552,0.3443,0.5887,0.6664,0.6664,1.5689,0.2413,0.3618,0.6346,0.6488,0.6488
natty,0,34,False,6,0.027299545632697,477,16,2.0,0.8514508026332133,1,0.0,1.0,All,All (261),1.5956,0.2527,0.346,0.589,0.6681,0.6681,1.5722,0.2323,0.3544,0.6368,0.6459,0.6459
natty,0,34,False,6,0.0308203759101666,476,19,2.0,0.8514331790343739,1,0.0,1.0,All,All (261),1.5956,0.2514,0.3438,0.589,0.6669,0.6669,1.5742,0.2369,0.3538,0.637,0.6421,0.6422
natty,0,34,False,5,0.0296958462776455,633,21,2.4474136752138245,0.8097899978811085,1,0.0,1.0,115,115,1.5957,0.2554,0.3451,0.589,0.6668,0.6668,1.5684,0.2353,0.3564,0.6339,0.6459,0.6459
natty,0,34,False,6,0.0280659366669012,480,16,2.0,0.8491524929031592,1,0.0,1.0,All,All (261),1.5957,0.2521,0.3457,0.5889,0.667,0.667,1.5732,0.2315,0.3522,0.6369,0.6409,0.6409
natty,0,34,False,6,0.0206001131343026,699,7,1.0,0.8035051710026213,1,0.0,1.0,13,103,1.5957,0.2517,0.3444,0.5887,0.6655,0.6655,1.5721,0.2329,0.3561,0.6356,0.6453,0.6453
natty,0,34,False,5,0.0269056757443727,443,16,2.0,0.8710769932320437,1,0.0,1.0,All,All (261),1.5958,0.2555,0.3489,0.5898,0.6667,0.6667,1.5717,0.2328,0.3536,0.6377,0.643,0.643
natty,0,34,False,6,0.0227322923203685,559,15,2.0,0.8511004730923344,1,0.0,1.0,14,94,1.5958,0.251,0.3419,0.5877,0.6676,0.6676,1.5721,0.234,0.3544,0.635,0.6448,0.6448
natty,0,34,False,6,0.0201936840919845,695,6,1.0,0.8425519919950061,1,0.0,1.0,13,103,1.5958,0.2505,0.3436,0.5874,0.666,0.666,1.5735,0.2302,0.3496,0.636,0.6423,0.6423
natty,0,34,False,6,0.0201799154886745,691,6,1.0,0.8630659181130071,1,0.0,1.0,13,103,1.5958,0.2484,0.3418,0.588,0.6668,0.6668,1.5738,0.2327,0.3512,0.6359,0.6396,0.6396
natty,0,34,False,6,0.0231849370504931,637,10,1.0,0.8030668283866049,1,0.0,1.0,13,103,1.596,0.2515,0.3444,0.5887,0.6682,0.6682,1.5717,0.2339,0.3551,0.636,0.6448,0.6448
natty,0,34,False,6,0.0240175101401588,664,21,2.431169021241687,0.7505973708590279,1,0.0,1.0,67,67,1.5961,0.2552,0.345,0.5882,0.6696,0.6696,1.5709,0.2348,0.3529,0.6349,0.6415,0.6415
natty,0,34,False,6,0.0228111812711647,457,16,2.0,0.870921603440843,1,0.0,1.0,All,All (261),1.5961,0.2529,0.3466,0.5898,0.6684,0.6684,1.5728,0.2322,0.3544,0.638,0.6403,0.6403
natty,0,34,False,6,0.021029156757906,699,5,1.0,0.8814494294630898,1,0.0,1.0,13,103,1.5961,0.2497,0.3417,0.5876,0.6659,0.6659,1.5732,0.2266,0.3493,0.6357,0.6418,0.6418
natty,0,34,False,6,0.0360303345931018,483,17,2.0,0.8941623939209822,1,0.0,1.0,All,All (261),1.5962,0.2531,0.3439,0.5887,0.6666,0.6666,1.5747,0.2309,0.3504,0.6382,0.6392,0.6393
natty,0,34,False,6,0.0330306881526923,409,20,3.0,0.7971324019768526,1,0.0,1.0,All,All (261),1.5962,0.2524,0.3456,0.5907,0.6687,0.6687,1.5726,0.2308,0.3508,0.6382,0.6416,0.6417
natty,0,34,False,5,0.0295071430640991,620,20,2.078009320221218,0.7655994520336202,1,0.0,1.0,54,54,1.5962,0.2508,0.3391,0.5873,0.6645,0.6645,1.5718,0.2374,0.3592,0.6351,0.6399,0.6399
natty,0,34,False,6,0.0270609956924111,477,17,2.0,0.8539693744854637,1,0.0,1.0,All,All (261),1.5963,0.2548,0.3474,0.5895,0.666,0.666,1.5739,0.2309,0.3494,0.6377,0.6445,0.6445
natty,0,34,False,6,0.0310874542977353,478,19,2.0,0.8949916056637137,1,0.0,1.0,All,All (261),1.5963,0.2535,0.3457,0.5892,0.667,0.667,1.5729,0.2304,0.3506,0.638,0.6365,0.6365
natty,0,34,False,6,0.0302465028480647,536,15,2.0,0.7958161744579367,1,0.0,1.0,All,All (261),1.5963,0.2526,0.3444,0.5903,0.6656,0.6656,1.5733,0.2299,0.3493,0.6378,0.6424,0.6424
natty,0,34,False,6,0.0251157237106187,419,24,3.0,0.8233589392465845,1,0.0,1.0,All,All (261),1.5964,0.2547,0.3468,0.591,0.6658,0.6659,1.5707,0.2324,0.3572,0.6371,0.6453,0.6453
natty,0,34,False,6,0.0294094372088199,535,15,2.0,0.7962906859315638,1,0.0,1.0,All,All (261),1.5964,0.2546,0.3464,0.5908,0.6638,0.6638,1.5742,0.2275,0.3473,0.6385,0.6361,0.6361
natty,0,34,False,6,0.0231171107608941,556,20,2.27335513967164,0.8,1,0.0,1.0,58,58,1.5964,0.2515,0.3412,0.5875,0.6666,0.6666,1.5709,0.2404,0.362,0.6352,0.6416,0.6417
natty,0,34,False,7,0.0275278138211894,504,20,2.3897389857818605,0.8,1,0.0,1.0,140,140,1.5965,0.2546,0.3461,0.5896,0.6645,0.6645,1.5716,0.2341,0.3571,0.6354,0.6448,0.6448
natty,0,34,False,6,0.0297610675782467,441,25,3.0,0.8381399007243319,1,0.0,1.0,All,All (261),1.5965,0.2525,0.3448,0.5907,0.6672,0.6672,1.5711,0.2367,0.3567,0.6372,0.6438,0.6438
natty,0,34,False,5,0.045985284373248,580,18,1.0,0.8879639408647977,1,0.0,1.0,All,All (261),1.5966,0.2542,0.3466,0.5902,0.6634,0.6634,1.5746,0.2344,0.3541,0.6388,0.643,0.643
natty,0,34,False,6,0.026011150117432,613,18,2.4849549260809973,0.8332442640800422,1,0.0,1.0,65,65,1.5966,0.2517,0.3413,0.5874,0.6677,0.6677,1.5701,0.2348,0.3573,0.6343,0.642,0.642
natty,0,34,False,6,0.0314460232549666,596,13,1.0,0.8929775722845709,1,0.0,1.0,12,118,1.5966,0.2513,0.3436,0.587,0.6687,0.6687,1.5745,0.234,0.3522,0.6361,0.6415,0.6415
natty,0,34,False,6,0.0255885089825746,691,19,2.33698604501739,0.7880292960251811,1,0.0,1.0,74,74,1.5967,0.2527,0.3434,0.5883,0.6658,0.6658,1.5702,0.2378,0.3584,0.6347,0.6445,0.6445
natty,0,34,False,6,0.0278071357074711,442,14,2.0,0.843788410674838,1,0.0,1.0,All,All (261),1.5967,0.252,0.3454,0.5896,0.6692,0.6692,1.574,0.2288,0.3507,0.638,0.6415,0.6415
natty,0,34,False,6,0.0330640595099536,653,7,1.0,0.8271689295400633,1,0.0,1.0,12,118,1.5967,0.2512,0.3436,0.5875,0.6668,0.6668,1.5774,0.2326,0.3484,0.6376,0.6397,0.6398
natty,0,34,False,6,0.0213935123815999,582,4,1.0,0.8795542149013333,1,0.0,1.0,15,75,1.5967,0.2491,0.3398,0.5871,0.6669,0.6669,1.5766,0.2282,0.3491,0.6364,0.6411,0.6412
natty,0,34,False,6,0.0237916633287761,587,21,2.0,0.6912381125473109,1,0.0,1.0,14,94,1.5968,0.2541,0.342,0.5899,0.6666,0.6666,1.5713,0.2344,0.3532,0.6352,0.6428,0.6428
natty,0,34,False,6,0.0345202478436842,461,13,2.0,0.8214126558070438,1,0.0,1.0,All,All (261),1.5968,0.2537,0.3467,0.5897,0.6694,0.6694,1.5748,0.23,0.3513,0.6374,0.6408,0.6408
natty,0,34,False,7,0.0219967378215836,554,20,2.2962072844310213,0.8,1,0.0,1.0,44,44,1.5968,0.2528,0.3405,0.587,0.6654,0.6654,1.5759,0.2383,0.3563,0.6362,0.6346,0.6346
natty,0,34,False,5,0.0490875388329367,633,24,3.0,0.739159991524434,1,0.0,1.0,15,75,1.5969,0.2536,0.345,0.5903,0.6659,0.6659,1.5701,0.2359,0.3568,0.6358,0.6401,0.6402
natty,0,34,False,5,0.0229301634201915,605,11,1.0,0.6980707640445081,1,0.0,1.0,All,All (261),1.5969,0.2524,0.3461,0.5924,0.6642,0.6642,1.5726,0.227,0.3494,0.6393,0.6381,0.6381
natty,0,34,False,6,0.0334564417067022,688,22,2.0,0.8312540002087622,1,0.0,1.0,All,All (261),1.597,0.2547,0.3475,0.5902,0.6649,0.6649,1.5724,0.2302,0.3531,0.637,0.644,0.644
natty,0,34,False,5,0.0485214291922974,620,15,1.0,0.8,1,0.0,1.0,9,149,1.597,0.2533,0.3452,0.5907,0.6644,0.6644,1.5741,0.2265,0.3469,0.6369,0.6435,0.6435
natty,0,34,False,5,0.0258794858725743,413,8,2.0,0.6085396127095584,1,0.0,1.0,15,75,1.597,0.2528,0.3445,0.5912,0.6673,0.6673,1.5722,0.2356,0.3542,0.6359,0.6371,0.6371
natty,0,34,False,6,0.0343733318337092,688,9,1.0,0.7825475694111972,1,0.0,1.0,13,103,1.597,0.2512,0.343,0.5879,0.6673,0.6673,1.5743,0.234,0.3523,0.6359,0.6414,0.6414
natty,0,34,False,6,0.0295071430640991,620,20,2.2993292420985183,0.8,1,0.0,1.0,55,55,1.597,0.2504,0.338,0.5871,0.6635,0.6635,1.5737,0.2381,0.3578,0.635,0.6413,0.6413
natty,0,34,False,6,0.0319274897571707,419,21,3.0,0.7979032253130088,1,0.0,1.0,All,All (261),1.5971,0.254,0.3452,0.5914,0.6687,0.6687,1.5703,0.2364,0.3562,0.6376,0.6445,0.6445
natty,0,34,False,6,0.0364002473988268,524,15,2.0,0.8664269034613958,1,0.0,1.0,All,All (261),1.5972,0.2521,0.3449,0.5893,0.6664,0.6664,1.5754,0.2325,0.3513,0.6385,0.6404,0.6404
natty,0,34,False,6,0.0387225058151709,542,25,2.0,0.8783238879894852,1,0.0,1.0,All,All (261),1.5973,0.2532,0.3456,0.5899,0.6654,0.6654,1.5737,0.2345,0.3557,0.6375,0.6468,0.6468
natty,0,34,False,6,0.0255456336657658,691,20,3.0,0.8579309401710595,1,0.0,1.0,All,All (261),1.5973,0.251,0.3444,0.5913,0.6671,0.6671,1.5723,0.2307,0.3528,0.6386,0.6455,0.6455
natty,0,34,False,6,0.0265303855554382,664,8,1.0,0.7548992113265293,1,0.0,1.0,13,103,1.5976,0.2516,0.3449,0.5884,0.6693,0.6693,1.574,0.2341,0.3543,0.6357,0.6473,0.6473
natty,0,34,False,5,0.025502135295603,491,13,2.0,0.6164916560792167,1,0.0,1.0,14,94,1.5977,0.2523,0.3436,0.5923,0.6661,0.6661,1.5695,0.2363,0.3582,0.6349,0.6484,0.6484
natty,0,34,False,6,0.0380334503522962,613,0,3.0,0.8329770563201687,1,0.0,1.0,12,118,1.5978,0.2491,0.3427,0.591,0.666,0.666,1.5739,0.2284,0.3508,0.6377,0.6416,0.6417
natty,0,34,False,6,0.0406976726749631,566,12,2.0,0.7879762767962831,1,0.0,1.0,All,All (261),1.598,0.2505,0.3438,0.5907,0.6643,0.6643,1.5755,0.23,0.3518,0.6387,0.637,0.637
natty,0,34,False,5,0.0287643394560565,510,11,3.0,0.5798695128633439,1,0.0,1.0,14,94,1.5983,0.2512,0.3432,0.5926,0.6668,0.6668,1.5682,0.2364,0.3574,0.6357,0.643,0.643
natty,0,34,False,6,0.0323201575980456,516,11,2.0,0.8963910655147284,1,0.0,1.0,All,All (261),1.5983,0.2499,0.3434,0.5898,0.6683,0.6683,1.5773,0.2335,0.3518,0.6393,0.6378,0.6378
natty,0,34,False,6,0.03419981964364,510,24,3.0,0.8129509079547271,1,0.0,1.0,All,All (261),1.5985,0.2541,0.3452,0.5914,0.6663,0.6663,1.5718,0.2329,0.3549,0.6375,0.6395,0.6395
natty,0,34,False,5,0.0472796120623634,477,17,1.0,0.7080272084711243,1,0.0,1.0,14,94,1.5985,0.2539,0.3445,0.5912,0.6628,0.6628,1.5713,0.2349,0.3538,0.6358,0.6433,0.6433
natty,0,34,False,6,0.0243762336156869,533,12,1.0,0.6744399334289122,1,0.0,1.0,13,103,1.5985,0.2517,0.3432,0.5911,0.6669,0.6669,1.5717,0.2369,0.3584,0.6362,0.6396,0.6396
natty,0,34,False,6,0.0210075765480341,401,22,3.0,0.775762192875985,1,0.0,1.0,All,All (261),1.5985,0.2496,0.3414,0.5928,0.6651,0.6651,1.5699,0.2287,0.3521,0.6374,0.6442,0.6442
natty,0,34,False,5,0.0485214291922974,620,15,1.0,0.8,1,0.0,1.0,All,All (261),1.5986,0.2515,0.3427,0.5911,0.6651,0.6651,1.5739,0.23,0.3503,0.6386,0.6396,0.6396
natty,0,34,False,5,0.0472796120623634,477,17,1.0,0.7080272084711243,1,0.0,1.0,All,All (261),1.5988,0.2551,0.3454,0.5922,0.6659,0.6659,1.5746,0.2249,0.3443,0.6394,0.6359,0.6359
natty,0,34,False,6,0.0426667543404948,668,9,1.0,0.774705285518948,1,0.0,1.0,13,103,1.599,0.253,0.3445,0.5888,0.6676,0.6676,1.5758,0.2327,0.3552,0.6367,0.6403,0.6403
natty,0,34,False,5,0.0206469401517907,644,0,2.0,0.6094289115145795,1,0.0,1.0,All,All (261),1.599,0.2498,0.3458,0.5946,0.6644,0.6645,1.5682,0.2311,0.3548,0.6392,0.6396,0.6396
natty,0,34,False,6,0.0246709602067206,400,8,3.0,0.7448104828087813,1,0.0,1.0,All,All (261),1.5991,0.2497,0.3436,0.5928,0.6675,0.6675,1.5739,0.2259,0.3498,0.6388,0.6416,0.6417
natty,0,34,False,5,0.0281175133555976,560,19,1.0,0.6795422487985507,1,0.0,1.0,All,All (261),1.5992,0.2519,0.3429,0.5934,0.6647,0.6647,1.5717,0.2301,0.3504,0.6385,0.639,0.639
natty,0,34,False,6,0.0353974456739791,654,1,2.0,0.7962795564717149,1,0.0,1.0,12,118,1.5994,0.2478,0.3416,0.5893,0.6665,0.6665,1.5753,0.2274,0.3517,0.6379,0.6401,0.6402
natty,0,34,False,6,0.0371829530642884,496,18,3.0,0.7490948260331168,1,0.0,1.0,All,All (261),1.5996,0.2514,0.3439,0.5932,0.6644,0.6644,1.574,0.2318,0.3539,0.6384,0.638,0.638
natty,0,34,False,6,0.0396915644978639,502,9,2.0,0.7578694741072343,1,0.0,1.0,All,All (261),1.6,0.2505,0.3447,0.5926,0.6621,0.6621,1.5793,0.2215,0.3409,0.6393,0.6374,0.6374
natty,0,34,False,6,0.0263701733203482,454,4,1.0,0.7099025726528951,1,0.0,1.0,All,All (261),1.6001,0.2485,0.3436,0.5926,0.6652,0.6652,1.5755,0.2244,0.3464,0.6391,0.6383,0.6383
natty,0,34,False,6,0.0307701464816431,472,22,1.0,0.731918856992783,1,0.0,1.0,All,All (261),1.6002,0.2534,0.3431,0.5928,0.6652,0.6652,1.5728,0.2292,0.3506,0.6381,0.6404,0.6404
natty,0,34,False,6,0.0401371090205165,665,2,2.0,0.7392860045344755,1,0.0,1.0,14,94,1.6003,0.2508,0.3442,0.5897,0.6646,0.6646,1.5764,0.2288,0.3517,0.6367,0.6449,0.6449
natty,0,34,False,5,0.0287368742059412,584,3,1.0,0.6465447373174766,1,0.0,1.0,All,All (261),1.6005,0.2517,0.3472,0.5939,0.6662,0.6662,1.5719,0.2245,0.3481,0.6388,0.6431,0.6432
natty,0,34,False,5,0.0284280352906214,563,3,3.0,0.5298202574719083,1,0.0,1.0,15,75,1.6005,0.2498,0.3409,0.5942,0.663,0.663,1.5725,0.2349,0.3539,0.6368,0.6376,0.6376
natty,0,34,False,6,0.0291384130752011,429,17,2.0,0.5488152939379115,1,0.0,1.0,13,103,1.6007,0.2534,0.3435,0.5942,0.6642,0.6642,1.571,0.24,0.3582,0.6364,0.6432,0.6432
natty,0,34,False,6,0.02399995165487,488,18,2.0,0.5710056289888992,1,0.0,1.0,All,All (261),1.602,0.25,0.3398,0.5961,0.6638,0.6638,1.5713,0.227,0.3503,0.6382,0.6399,0.6399
natty,0,34,False,5,0.0485214291922974,620,15,1.0,0.562397808134481,1,0.0,1.0,12,118,1.6026,0.2527,0.3407,0.5946,0.6639,0.6639,1.575,0.2348,0.3531,0.6377,0.643,0.643
natty,0,34,False,5,0.0485214291922974,620,15,1.0,0.562397808134481,1,0.0,1.0,All,All (261),1.6043,0.2484,0.3379,0.5972,0.6638,0.6638,1.5749,0.2331,0.3537,0.6396,0.6414,0.6414
natty,0,34,False,5,0.0435552788417904,460,13,2.0,0.5185801650879991,1,0.0,1.0,All,All (261),1.6052,0.2522,0.3424,0.5981,0.6603,0.6603,1.577,0.2271,0.3484,0.6406,0.6339,0.6339
natty,0,34,False,6,0.0476562270506935,426,5,1.0,0.6301321323053057,1,0.0,1.0,All,All (261),1.6068,0.2473,0.3388,0.5952,0.6617,0.6617,1.5797,0.2262,0.3469,0.6414,0.633,0.633
natty,0,34,False,5,0.0209170225492671,461,21,1.0798625466052894,0.7436843710297063,1,0.0,1.0,All,All (87),1.669,0.1943,0.3037,0.6337,0.6147,0.6147,1.6372,0.1924,0.321,0.6638,0.5947,0.5947
natty,0,34,False,5,0.020102922471479,594,34,0.5308477766956904,0.727273745081065,1,0.0,1.0,All,All (87),1.6692,0.195,0.304,0.6336,0.6153,0.6153,1.6355,0.1932,0.3243,0.6643,0.5879,0.5879
natty,0,34,False,5,0.020610191174223896,499,1,2.2733010051969553,0.7388169972400025,1,0.0,1.0,All,All (87),1.6693,0.1954,0.3031,0.6338,0.6125,0.6125,1.6402,0.1869,0.3162,0.6643,0.5941,0.5941
natty,0,34,False,5,0.023925879806965,440,21,1.4810364221551062,0.7069675619079996,1,0.0,1.0,All,All (87),1.6693,0.1939,0.3024,0.6337,0.615,0.615,1.6372,0.1941,0.3258,0.664,0.5923,0.5924
natty,0,34,False,5,0.020779972601681,411,35,1.502787529358022,0.8062108866694068,1,0.0,1.0,All,All (87),1.6695,0.1938,0.3028,0.6338,0.6156,0.6156,1.6344,0.1901,0.3211,0.6638,0.5947,0.5947
natty,0,34,False,5,0.0218727005942368,591,30,1.4966462104925915,0.7234027960663655,1,0.0,1.0,All,All (87),1.6698,0.1922,0.3023,0.6337,0.6153,0.6153,1.6357,0.1945,0.3256,0.664,0.5913,0.5914
natty,0,34,False,5,0.0218727005942368,591,30,1.4966462104925915,0.7234027960663655,1,0.0,1.0,All,All (87),1.6698,0.1922,0.3023,0.6337,0.6153,0.6153,1.6357,0.1945,0.3256,0.664,0.5913,0.5914
natty,0,34,False,5,0.0240419867405823,461,4,1.7105825662803922,0.7660228740609402,1,0.0,1.0,All,All (87),1.6701,0.1939,0.3006,0.6335,0.6153,0.6153,1.6414,0.1872,0.3134,0.6642,0.5936,0.5936
natty,0,34,False,5,0.0230592644736119,428,11,0.9159046082342291,0.7684104976325553,1,0.0,1.0,All,All (87),1.6705,0.1944,0.3018,0.6335,0.6138,0.6138,1.6383,0.1869,0.3169,0.6643,0.5966,0.5966
natty,0,34,False,5,0.0230377242595071,434,2,2.3722138431333333,0.8448448049611839,1,0.0,1.0,All,All (87),1.6706,0.1954,0.3029,0.634,0.6166,0.6166,1.6393,0.188,0.3175,0.6644,0.5984,0.5984
